Accession Number,EC,Species,Label,Enzyme,Reaction ID,Substrates,Products,Km,Kcat
WP_001216325.1,5.3.1.1,,R216,Triose-phosphate isomerase,R01015,C00118,C00111,Km_C00111: 166.9168822851952; Km_C00118: 1022.557862371956,Kcat_C00111: 166.9168822851952; Kcat_C00118: 1022.557862371956
WP_001295554.1,2.7.7.8,,R217,Polyribonucleotide nucleotidyltransferase,R07282,C00009,C00046; C00454,Km_C00046: nan; Km_C00454: nan; Km_C00009: 74.26703897422533,Kcat_C00046: nan; Kcat_C00454: nan; Kcat_C00009: 74.26703897422533
WP_001295554.1,2.7.7.8,,R218,Polyribonucleotide nucleotidyltransferase,R00437,C00009,C00008; C00046,Km_C00008: 44.24138770578018; Km_C00046: nan; Km_C00009: 74.26703897422533,Kcat_C00008: 44.24138770578018; Kcat_C00046: nan; Kcat_C00009: 74.26703897422533
WP_001295554.1,2.7.7.8,,R219,Polyribonucleotide nucleotidyltransferase,R00438,C00009,C00015; C00046,Km_C00015: 41.77219181740219; Km_C00046: nan; Km_C00009: 74.26703897422533,Kcat_C00015: 41.77219181740219; Kcat_C00046: nan; Kcat_C00009: 74.26703897422533
WP_001295554.1,2.7.7.8,,R220,Polyribonucleotide nucleotidyltransferase,R00439,C00009,C00035; C00046,Km_C00035: 40.59811599181639; Km_C00046: nan; Km_C00009: 74.26703897422533,Kcat_C00035: 40.59811599181639; Kcat_C00046: nan; Kcat_C00009: 74.26703897422533
WP_001295554.1,2.7.7.8,,R221,Polyribonucleotide nucleotidyltransferase,R00440,C00009,C00046; C00112,Km_C00046: nan; Km_C00112: 54.93837149155313; Km_C00009: 74.26703897422533,Kcat_C00046: nan; Kcat_C00112: 54.93837149155313; Kcat_C00009: 74.26703897422533
WP_000193841.1,3.4.11.2,,R222,Membrane alanyl aminopeptidase,R00899,C00001; C01419,C00037; C00097,Km_C00037: 0.5193107001987235; Km_C00097: 0.1050628695092087; Km_C00001: 2.126975492793766; Km_C01419: 10.382328254575796,Kcat_C00037: 0.5193107001987235; Kcat_C00097: 0.1050628695092087; Kcat_C00001: 2.126975492793766; Kcat_C01419: 10.382328254575796
WP_000193841.1,3.4.11.2,,R223,Membrane alanyl aminopeptidase,R04951,C00001; C05729,C00037; C05726,Km_C00037: 0.5193107001987235; Km_C05726: nan; Km_C00001: 2.126975492793766; Km_C05729: nan,Kcat_C00037: 0.5193107001987235; Kcat_C05726: nan; Kcat_C00001: 2.126975492793766; Kcat_C05729: nan
WP_000537418.1,1.8.1.9,,R224,Thioredoxin-disulfide reductase,R02016,C00006; C00342,C00005; C00080; C00343,Km_C00005: 0.001; Km_C00080: nan; Km_C00343: nan; Km_C00006: 9.063300661247492; Km_C00342: 0.0067,Kcat_C00005: 0.0; Kcat_C00080: nan; Kcat_C00343: nan; Kcat_C00006: 9.063300661247492; Kcat_C00342: 0.0
WP_000537418.1,1.8.1.9,,R225,Thioredoxin-disulfide reductase,R00900,C00006; C00051; C00097,C00005; C05526,Km_C00005: 0.001; Km_C05526: 37.19962092629538; Km_C00006: 9.063300661247492; Km_C00051: 20.406312007219537; Km_C00097: 0.0213645974998333,Kcat_C00005: 0.0; Kcat_C05526: 37.19962092629538; Kcat_C00006: 9.063300661247492; Kcat_C00051: 20.406312007219537; Kcat_C00097: 0.0213645974998333
WP_000537418.1,1.8.1.9,,R226,Thioredoxin-disulfide reductase,R03596,C00001; C00006; C01528,C00005; C00080; C05684,Km_C00005: 0.001; Km_C00080: nan; Km_C05684: 1.459343432696669; Km_C00001: 1.5225927041243137; Km_C00006: 9.063300661247492; Km_C01528: 1.5225927041243137,Kcat_C00005: 0.0; Kcat_C00080: nan; Kcat_C05684: 1.459343432696669; Kcat_C00001: 1.5225927041243137; Kcat_C00006: 9.063300661247492; Kcat_C01528: 1.5225927041243137
WP_000537418.1,1.8.1.9,,R227,Thioredoxin-disulfide reductase,R09372,C00005; C00080; C18902,C00001; C00006; C05703,Km_C00001: 1.5225927041243137; Km_C00006: 9.063300661247492; Km_C05703: 1.4709549261339692; Km_C00005: 0.001; Km_C00080: nan; Km_C18902: 1.4727598729388995,Kcat_C00001: 1.5225927041243137; Kcat_C00006: 9.063300661247492; Kcat_C05703: 1.4709549261339692; Kcat_C00005: 0.0; Kcat_C00080: nan; Kcat_C18902: 1.4727598729388995
WP_000811065.1,2.5.1.55,,R228,3-deoxy-8-phosphooctulonate synthase,R03254,C00009; C04478,C00001; C00074; C01112,Km_C00001: 1.4882368088148543; Km_C00074: 0.05; Km_C01112: 0.02; Km_C00009: 0.291462588238671; Km_C04478: 4.770028224428192,Kcat_C00001: 1.4882368088148543; Kcat_C00074: 0.12; Kcat_C01112: 6.1; Kcat_C00009: 0.291462588238671; Kcat_C04478: 4.770028224428192
WP_000207665.1,6.3.4.5,,R229,Argininosuccinate synthase,R01954,C00002; C00049; C00327,C00013; C00020; C03406,Km_C00013: 25.39556840925321; Km_C00020: 20.820851978916057; Km_C03406: 18.596337405687944; Km_C00002: 20.72209406762209; Km_C00049: 9.452001759312845; Km_C00327: 24.845767901791444,Kcat_C00013: 25.39556840925321; Kcat_C00020: 20.820851978916057; Kcat_C03406: 18.596337405687944; Kcat_C00002: 20.72209406762209; Kcat_C00049: 9.452001759312845; Kcat_C00327: 24.845767901791444
WP_001320171.1,5.4.2.2,,R230,Phosphoglucomutase (alpha-d-glucose-1;6-bisphosphate-dependent),R08639,C00103,C00092,Km_C00092: 13.314285432286166; Km_C00103: 16.400781906670094,Kcat_C00092: 13.314285432286166; Kcat_C00103: 16.400781906670094
WP_001320171.1,5.4.2.2,,R231,Phosphoglucomutase (alpha-d-glucose-1;6-bisphosphate-dependent),R00959,C00103,C00668,Km_C00668: 13.314285432286166; Km_C00103: 16.400781906670094,Kcat_C00668: 13.314285432286166; Kcat_C00103: 16.400781906670094
WP_001320171.1,5.4.2.2,,R232,Phosphoglucomutase (alpha-d-glucose-1;6-bisphosphate-dependent),R01057,C00620,C00117,Km_C00117: 14.044246239714134; Km_C00620: 17.617135167477713,Kcat_C00117: 14.044246239714134; Kcat_C00620: 17.617135167477713
WP_001320171.1,5.4.2.2,,R233,Phosphoglucomutase (alpha-d-glucose-1;6-bisphosphate-dependent),R03319,C01171,C03735,Km_C03735: 13.314285432286166; Km_C01171: 16.400781906670094,Kcat_C03735: 13.314285432286166; Kcat_C01171: 16.400781906670094
WP_001287154.1,6.1.1.18,,R234,Glutamine-trna ligase,R03652,C00002; C00064; C01640,C00013; C00020; C02282,Km_C00013: 0.0196147538130715; Km_C00020: 3.542407734113855; Km_C02282: nan; Km_C00002: 2.784081993201034; Km_C00064: 3.843047287990346; Km_C01640: 0.1550095,Kcat_C00013: 0.0196147538130715; Kcat_C00020: 3.542407734113855; Kcat_C02282: nan; Kcat_C00002: 2.784081993201034; Kcat_C00064: 3.843047287990346; Kcat_C01640: 3.3
WP_000477227.1,5.2.1.8,,R235,Peptidylprolyl isomerase,R04273,C03798,C03633,Km_C03633: nan; Km_C03798: nan,Kcat_C03633: nan; Kcat_C03798: nan
WP_001213837.1,2.3.1.29,,R236,Glycine c-acetyltransferase,R00371,C00024; C00037,C00010; C03508,Km_C00010: 9.363681190545584; Km_C03508: 4.421051043004891; Km_C00024: 0.059; Km_C00037: 0.481688370766629,Kcat_C00010: 9.363681190545584; Kcat_C03508: 4.421051043004891; Kcat_C00024: 0.0; Kcat_C00037: 0.481688370766629
WP_000057149.1,2.6.1.52,,R237,Phosphoserine transaminase,R04173,C00026; C01005,C00025; C03232,Km_C00025: 1.2022905910781163; Km_C03232: 0.004; Km_C00026: 0.259968011919284; Km_C01005: 0.027,Kcat_C00025: 1.2022905910781163; Kcat_C03232: 0.0; Kcat_C00026: 0.259968011919284; Kcat_C01005: 0.51
WP_000057149.1,2.6.1.52,,R238,Phosphoserine transaminase,R05085,C00026; C06055,C00025; C06054,Km_C00025: 1.2022905910781163; Km_C06054: 1.1968024848802492; Km_C00026: 0.259968011919284; Km_C06055: 0.11,Kcat_C00025: 1.2022905910781163; Kcat_C06054: 1.1968024848802492; Kcat_C00026: 0.259968011919284; Kcat_C06055: 0.11499999999999999
WP_000045290.1,5.4.3.8,,R239,Glutamate-1-semialdehyde 2;1-aminomutase,R02272,C00430,C03741,Km_C03741: 58.12236565948636; Km_C00430: 39.74302276269388,Kcat_C03741: 58.12236565948636; Kcat_C00430: 39.74302276269388
WP_000208515.1,2.6.1.42,,R240,Branched-chain-amino-acid transaminase,R01090,C00026; C00123,C00025; C00233,Km_C00025: 0.5418820338032904; Km_C00233: 0.42; Km_C00026: 1.848888888888889; Km_C00123: 0.5613627735032969,Kcat_C00025: 0.5418820338032904; Kcat_C00233: 6.61; Kcat_C00026: 0.0; Kcat_C00123: 0.5613627735032969
WP_000208515.1,2.6.1.42,,R241,Branched-chain-amino-acid transaminase,R01214,C00026; C00183,C00025; C00141,Km_C00025: 0.5418820338032904; Km_C00141: 0.0; Km_C00026: 1.848888888888889; Km_C00183: 0.4616958828560578,Kcat_C00025: 0.5418820338032904; Kcat_C00141: 0.2; Kcat_C00026: 0.0; Kcat_C00183: 0.4616958828560578
WP_000208515.1,2.6.1.42,,R242,Branched-chain-amino-acid transaminase,R02199,C00026; C00407,C00025; C00671,Km_C00025: 0.5418820338032904; Km_C00671: 0.07; Km_C00026: 1.848888888888889; Km_C00407: 0.692359865127416,Kcat_C00025: 0.5418820338032904; Kcat_C00671: 11.535; Kcat_C00026: 0.0; Kcat_C00407: 0.692359865127416
WP_000068701.1,2.1.2.10,,R243,Aminomethyltransferase,R04125,C00101; C01242,C00014; C00143; C02972,Km_C00014: 54.84308767074103; Km_C00143: 0.00069; Km_C02972: nan; Km_C00101: 23.35498459481404; Km_C01242: nan,Kcat_C00014: 54.84308767074103; Kcat_C00143: 19.4; Kcat_C02972: nan; Kcat_C00101: 23.35498459481404; Kcat_C01242: nan
WP_000068701.1,2.1.2.10,,R244,Aminomethyltransferase,R01221,C00003; C00037; C00101,C00004; C00011; C00014; C00080; C00143,Km_C00004: 48.23734793829909; Km_C00011: 58.95698499774837; Km_C00014: 54.84308767074103; Km_C00080: nan; Km_C00143: 0.00069; Km_C00003: 23.11426609365352; Km_C00037: 1.3370617830351952; Km_C00101: 23.35498459481404,Kcat_C00004: 48.23734793829909; Kcat_C00011: 58.95698499774837; Kcat_C00014: 54.84308767074103; Kcat_C00080: nan; Kcat_C00143: 19.4; Kcat_C00003: 23.11426609365352; Kcat_C00037: 1.3370617830351952; Kcat_C00101: 23.35498459481404
WP_000068701.1,2.1.2.10,,R245,Aminomethyltransferase,R02300,C03479,C00001; C00445,Km_C00001: 3.211337670589115; Km_C00445: 17.40552363668246; Km_C03479: 21.608121027445836,Kcat_C00001: 3.211337670589115; Kcat_C00445: 17.40552363668246; Kcat_C03479: 21.608121027445836
WP_000095707.1,2.7.2.1,,R246,Acetate kinase,R00315,C00002; C00033,C00008; C00227,Km_C00008: 2.7284939757784747; Km_C00227: 1.3033333333333335; Km_C00002: 2.012772175459137; Km_C00033: 0.987093077646638,Kcat_C00008: 2.7284939757784747; Kcat_C00227: 1550.0; Kcat_C00002: 2.012772175459137; Kcat_C00033: 0.987093077646638
WP_000095707.1,2.7.2.1,,R247,Acetate kinase,R01353,C00002; C00163,C00008; C02876,Km_C00008: 2.7284939757784747; Km_C02876: 2.518981769692645; Km_C00002: 2.012772175459137; Km_C00163: 0.1159874590188813,Kcat_C00008: 2.7284939757784747; Kcat_C02876: 2.518981769692645; Kcat_C00002: 2.012772175459137; Kcat_C00163: 0.1159874590188813
WP_000224879.1,2.4.2.1,,R248,Purine-nucleoside phosphorylase,R08368,C00009; C15586,C00620; C15587,Km_C00620: 0.05; Km_C15587: nan; Km_C00009: 0.1614504396560178; Km_C15586: nan,Kcat_C00620: 0.0; Kcat_C15587: nan; Kcat_C00009: 0.1614504396560178; Kcat_C15586: nan
WP_000224879.1,2.4.2.1,,R249,Purine-nucleoside phosphorylase,R01561,C00009; C00212,C00147; C00620,Km_C00147: 23.103229379297066; Km_C00620: 0.05; Km_C00009: 0.1614504396560178; Km_C00212: 9.418054352137815,Kcat_C00147: 23.103229379297066; Kcat_C00620: 0.0; Kcat_C00009: 0.1614504396560178; Kcat_C00212: 9.418054352137815
WP_000224879.1,2.4.2.1,,R250,Purine-nucleoside phosphorylase,R01863,C00009; C00294,C00262; C00620,Km_C00262: 0.0033; Km_C00620: 0.05; Km_C00009: 0.1614504396560178; Km_C00294: 9.275759741928487,Kcat_C00262: 0.0; Kcat_C00620: 0.0; Kcat_C00009: 0.1614504396560178; Kcat_C00294: 9.275759741928487
WP_000224879.1,2.4.2.1,,R251,Purine-nucleoside phosphorylase,R02147,C00009; C00387,C00242; C00620,Km_C00242: 9.83110935521798; Km_C00620: 0.05; Km_C00009: 0.1614504396560178; Km_C00387: 0.02,Kcat_C00242: 9.83110935521798; Kcat_C00620: 0.0; Kcat_C00009: 0.1614504396560178; Kcat_C00387: 0.0
WP_000224879.1,2.4.2.1,,R252,Purine-nucleoside phosphorylase,R02297,C00009; C01762,C00385; C00620,Km_C00385: 6.171641328469742; Km_C00620: 0.05; Km_C00009: 0.1614504396560178; Km_C01762: 0.072,Kcat_C00385: 6.171641328469742; Kcat_C00620: 0.0; Kcat_C00009: 0.1614504396560178; Kcat_C01762: 0.0
WP_000224879.1,2.4.2.1,,R253,Purine-nucleoside phosphorylase,R01969,C00009; C00330,C00242; C00672,Km_C00242: 9.83110935521798; Km_C00672: 7.1499566456549895; Km_C00009: 0.1614504396560178; Km_C00330: 0.044,Kcat_C00242: 9.83110935521798; Kcat_C00672: 7.1499566456549895; Kcat_C00009: 0.1614504396560178; Kcat_C00330: 0.0
WP_000224879.1,2.4.2.1,,R254,Purine-nucleoside phosphorylase,R02294,C00009; C03150,C00153; C00620,Km_C00153: 0.1434147735233269; Km_C00620: 0.05; Km_C00009: 0.1614504396560178; Km_C03150: 0.62,Kcat_C00153: 0.1434147735233269; Kcat_C00620: 0.0; Kcat_C00009: 0.1614504396560178; Kcat_C03150: 0.0
WP_000224879.1,2.4.2.1,,R255,Purine-nucleoside phosphorylase,R02295,C00009; C05841,C00080; C00253; C00620,Km_C00080: nan; Km_C00253: 0.1052077039000493; Km_C00620: 0.05; Km_C00009: 0.1614504396560178; Km_C05841: 7.653653793981317,Kcat_C00080: nan; Kcat_C00253: 0.1052077039000493; Kcat_C00620: 0.0; Kcat_C00009: 0.1614504396560178; Kcat_C05841: 7.653653793981317
WP_000224879.1,2.4.2.1,,R256,Purine-nucleoside phosphorylase,R02484,C00009; C00526,C00106; C00672,Km_C00106: 0.8874998318855329; Km_C00672: 7.1499566456549895; Km_C00009: 0.1614504396560178; Km_C00526: 4.519383558617452,Kcat_C00106: 0.8874998318855329; Kcat_C00672: 7.1499566456549895; Kcat_C00009: 0.1614504396560178; Kcat_C00526: 4.519383558617452
WP_000224879.1,2.4.2.1,,R257,Purine-nucleoside phosphorylase,R02557,C00009; C00559,C00147; C00672,Km_C00147: 23.103229379297066; Km_C00672: 7.1499566456549895; Km_C00009: 0.1614504396560178; Km_C00559: 6.698207779237824,Kcat_C00147: 23.103229379297066; Kcat_C00672: 7.1499566456549895; Kcat_C00009: 0.1614504396560178; Kcat_C00559: 6.698207779237824
WP_000224879.1,2.4.2.1,,R258,Purine-nucleoside phosphorylase,R02748,C00009; C05512,C00262; C00672,Km_C00262: 0.0033; Km_C00672: 7.1499566456549895; Km_C00009: 0.1614504396560178; Km_C05512: 0.18,Kcat_C00262: 0.0; Kcat_C00672: 7.1499566456549895; Kcat_C00009: 0.1614504396560178; Kcat_C05512: 0.0
WP_001021161.1,2.5.1.78,,R259,6;7-dimethyl-8-ribityllumazine synthase,R04457,C04732; C15556,C00001; C00009; C04332,Km_C00001: 1.4937438384696151; Km_C00009: 0.0474322043287127; Km_C04332: 12.19004414080333; Km_C04732: 0.0042; Km_C15556: 0.062,Kcat_C00001: 1.4937438384696151; Kcat_C00009: 0.0474322043287127; Kcat_C04332: 12.19004414080333; Kcat_C04732: 0.0; Kcat_C15556: 0.0
WP_000587764.1,5.1.3.20,,R260,Adp-glyceromanno-heptose 6-epimerase,R05176,C06397,C06398,Km_C06398: 0.3407068412034845; Km_C06397: 0.1,Kcat_C06398: 0.3407068412034845; Kcat_C06397: 0.0
WP_001297064.1,1.15.1.1,,R261,Superoxide dismutase,R00275,C00080; C00704,C00007; C00027,Km_C00007: 123.52052401749889; Km_C00027: 3781.522060346365; Km_C00080: nan; Km_C00704: 8.729575341133527,Kcat_C00007: 123.52052401749889; Kcat_C00027: 3781.522060346365; Kcat_C00080: nan; Kcat_C00704: 8.729575341133527
WP_001025322.1,6.1.1.19,,R262,Arginine-trna ligase,R03646,C00002; C00062; C01636,C00013; C00020; C02163,Km_C00013: 0.0297782789696096; Km_C00020: 4.243761560169583; Km_C02163: nan; Km_C00002: 3.116444804193837; Km_C00062: 7.226101912390566; Km_C01636: 0.0021950000000000003,Kcat_C00013: 0.0297782789696096; Kcat_C00020: 4.243761560169583; Kcat_C02163: nan; Kcat_C00002: 3.116444804193837; Kcat_C00062: 7.226101912390566; Kcat_C01636: 0.01085
WP_000351477.1,1.5.1.34,,R263,6;7-dihydropteridine reductase,R07354,C00003; C05650,C00004; C00080; C05649,Km_C00004: 0.091; Km_C00080: nan; Km_C05649: 0.4258417263091919; Km_C00003: 2.2547296194713584; Km_C05650: 2.2005364842116517,Kcat_C00004: 0.0; Kcat_C00080: nan; Kcat_C05649: 0.4258417263091919; Kcat_C00003: 2.2547296194713584; Kcat_C05650: 2.2005364842116517
WP_000351477.1,1.5.1.34,,R264,6;7-dihydropteridine reductase,R01793,C00004; C00080; C00268,C00003; C00272,Km_C00003: 2.2547296194713584; Km_C00272: 1.0476250915323335; Km_C00004: 0.091; Km_C00080: nan; Km_C00268: 0.226,Kcat_C00003: 2.2547296194713584; Kcat_C00272: 1.0476250915323335; Kcat_C00004: 0.0; Kcat_C00080: nan; Kcat_C00268: 0.0
WP_000351477.1,1.5.1.34,,R265,6;7-dihydropteridine reductase,R07355,C00006; C05650,C00005; C00080; C05649,Km_C00005: 0.29; Km_C00080: nan; Km_C05649: 0.4258417263091919; Km_C00006: 2.1671388025531675; Km_C05650: 2.2005364842116517,Kcat_C00005: 0.0; Kcat_C00080: nan; Kcat_C05649: 0.4258417263091919; Kcat_C00006: 2.1671388025531675; Kcat_C05650: 2.2005364842116517
WP_000351477.1,1.5.1.34,,R266,6;7-dihydropteridine reductase,R01794,C00005; C00080; C00268,C00006; C00272,Km_C00006: 2.1671388025531675; Km_C00272: 1.0476250915323335; Km_C00005: 0.29; Km_C00080: nan; Km_C00268: 0.226,Kcat_C00006: 2.1671388025531675; Kcat_C00272: 1.0476250915323335; Kcat_C00005: 0.0; Kcat_C00080: nan; Kcat_C00268: 0.0
WP_000284050.1,5.3.1.28,,R267,D-sedoheptulose 7-phosphate isomerase,R05645,C05382,C07836,Km_C07836: 17.21868602878707; Km_C05382: 1.2,Kcat_C07836: 17.21868602878707; Kcat_C05382: 0.44
WP_000055072.1,3.6.1.1,,R268,Inorganic diphosphatase,R00004,C00001; C00013,C00009,Km_C00009: 3.3414169994282044; Km_C00001: 1.192128342484712; Km_C00013: 0.15695,Kcat_C00009: 3.3414169994282044; Kcat_C00001: 1.192128342484712; Kcat_C00013: 153.5
WP_000191372.1,2.3.1.39,,R269,[acyl-carrier-protein] s-malonyltransferase,R01626,C00083; C00229,C00010; C01209,Km_C00010: 9.57860745620005; Km_C01209: nan; Km_C00083: 0.029699999999999997; Km_C00229: 0.03,Kcat_C00010: 9.57860745620005; Kcat_C01209: nan; Kcat_C00083: 1050.000235; Kcat_C00229: 0.0
WP_000646014.1,1.1.1.103,,R270,L-threonine 3-dehydrogenase,R01465,C00003; C00188,C00004; C00080; C03508,Km_C00004: 309.7633192543459; Km_C00080: nan; Km_C03508: 176.58944861387175; Km_C00003: 167.1902480535762; Km_C00188: 118.240310714113,Kcat_C00004: 309.7633192543459; Kcat_C00080: nan; Kcat_C03508: 176.58944861387175; Kcat_C00003: 167.1902480535762; Kcat_C00188: 118.240310714113
WP_001295090.1,6.1.1.6,,R271,Lysine-trna ligase,R03658,C00002; C00047; C01646,C00013; C00020; C01931,Km_C00013: 63.11090430032728; Km_C00020: 37.17989243313614; Km_C01931: 0.0; Km_C00002: 37.00357666165117; Km_C00047: 28.28345655825845; Km_C01646: 0.00385,Kcat_C00013: 63.11090430032728; Kcat_C00020: 37.17989243313614; Kcat_C01931: 0.004515; Kcat_C00002: 37.00357666165117; Kcat_C00047: 28.28345655825845; Kcat_C01646: 0.0
WP_000844219.1,1.1.1.251,,R272,Galactitol-1-phosphate 5-dehydrogenase,R05147,C00003; C06311,C00004; C00080; C06312,Km_C00004: 2.2384158594660404; Km_C00080: nan; Km_C06312: 0.962760410294532; Km_C00003: 2.923352645676047; Km_C06311: 2.251909759171089,Kcat_C00004: 2.2384158594660404; Kcat_C00080: nan; Kcat_C06312: 0.962760410294532; Kcat_C00003: 2.923352645676047; Kcat_C06311: 2.251909759171089
WP_000844219.1,1.1.1.251,,R273,Galactitol-1-phosphate 5-dehydrogenase,R05571,C00003; C06311,C00004; C00080; C01097,Km_C00004: 2.2384158594660404; Km_C00080: nan; Km_C01097: 0.962760410294532; Km_C00003: 2.923352645676047; Km_C06311: 2.251909759171089,Kcat_C00004: 2.2384158594660404; Kcat_C00080: nan; Kcat_C01097: 0.962760410294532; Kcat_C00003: 2.923352645676047; Kcat_C06311: 2.251909759171089
WP_000045178.1,2.4.2.3,,R274,Uridine phosphorylase,R01876,C00009; C00299,C00106; C00620,Km_C00106: 2.3238986183027563; Km_C00620: 6.209673571657463; Km_C00009: 0.231571476377234; Km_C00299: 0.91,Kcat_C00106: 2.3238986183027563; Kcat_C00620: 6.209673571657463; Kcat_C00009: 0.231571476377234; Kcat_C00299: 0.0
WP_000045178.1,2.4.2.3,,R275,Uridine phosphorylase,R08229,C00620; C07649,C00009; C16633,Km_C00009: 0.231571476377234; Km_C16633: nan; Km_C00620: 6.209673571657463; Km_C07649: 1.5073188506064683,Kcat_C00009: 0.231571476377234; Kcat_C16633: nan; Kcat_C00620: 6.209673571657463; Kcat_C07649: 1.5073188506064683
WP_000227927.1,4.2.1.59,,R276,3-hydroxyacyl-[acyl-carrier-protein] dehydratase,R04537,C04620,C00001; C05751,Km_C00001: 2.6367892269409854; Km_C05751: nan; Km_C04620: nan,Kcat_C00001: 2.6367892269409854; Kcat_C05751: nan; Kcat_C04620: nan
WP_000255997.1,5.2.1.8,,R277,Peptidylprolyl isomerase,R04273,C03798,C03633,Km_C03633: nan; Km_C03798: nan,Kcat_C03633: nan; Kcat_C03798: nan
WP_000133580.1,3.4.11.23,,R278,Pepb aminopeptidase,R00899,C00001; C01419,C00037; C00097,Km_C00037: 1.0271134596940437; Km_C00097: 0.2570700800198932; Km_C00001: 1.492046688739894; Km_C01419: 27.020212959827557,Kcat_C00037: 1.0271134596940437; Kcat_C00097: 0.2570700800198932; Kcat_C00001: 1.492046688739894; Kcat_C01419: 27.020212959827557
WP_000133580.1,3.4.11.23,,R279,Pepb aminopeptidase,R04951,C00001; C05729,C00037; C05726,Km_C00037: 1.0271134596940437; Km_C05726: nan; Km_C00001: 1.492046688739894; Km_C05729: nan,Kcat_C00037: 1.0271134596940437; Kcat_C05726: nan; Kcat_C00001: 1.492046688739894; Kcat_C05729: nan
WP_001130211.1,4.4.1.21,,R280,S-ribosylhomocysteine lyase,R01291,C03539,C00155; C11838,Km_C00155: 3.6070274657694616; Km_C11838: nan; Km_C03539: 0.0265,Kcat_C00155: 3.6070274657694616; Kcat_C11838: nan; Kcat_C03539: 0.4
WP_000288146.1,2.3.1.180,,R281,Beta-ketoacyl-[acyl-carrier-protein] synthase iii,R01624,C00024; C00229,C00010; C03939,Km_C00010: 26.29294350152323; Km_C03939: nan; Km_C00024: 0.042499999999999996; Km_C00229: nan,Kcat_C00010: 26.29294350152323; Kcat_C03939: nan; Kcat_C00024: 0.0; Kcat_C00229: nan
WP_000288146.1,2.3.1.180,,R282,Beta-ketoacyl-[acyl-carrier-protein] synthase iii,R04355,C01209; C03939,C00011; C00229; C05744,Km_C00011: 35.38314654210992; Km_C00229: nan; Km_C05744: nan; Km_C01209: 0.005; Km_C03939: nan,Kcat_C00011: 35.38314654210992; Kcat_C00229: nan; Kcat_C05744: nan; Kcat_C01209: 0.0; Kcat_C03939: nan
WP_000288146.1,2.3.1.180,,R283,Beta-ketoacyl-[acyl-carrier-protein] synthase iii,R04726,C01209; C05223,C00011; C00229; C05759,Km_C00011: 35.38314654210992; Km_C00229: nan; Km_C05759: nan; Km_C01209: 0.005; Km_C05223: nan,Kcat_C00011: 35.38314654210992; Kcat_C00229: nan; Kcat_C05759: nan; Kcat_C01209: 0.0; Kcat_C05223: nan
