Accession Number,EC,Species,Label,Enzyme,Reaction ID,Substrates,Products,Km,Kcat
WP_000224879.1,2.4.2.1,,R252,Purine-nucleoside phosphorylase,R02147,C00009; C00387,C00242; C00620,Km_C00242: 0.0821686387062072; Km_C00620: 0.1; Km_C00009: 0.3308404684066772; Km_C00387: 0.155,Kcat_F: 1.79655092172073; Kcat_R: 10.036629026457687
WP_000224879.1,2.4.2.1,,R253,Purine-nucleoside phosphorylase,R02297,C00009; C01762,C00385; C00620,Km_C00385: 0.0622409135103225; Km_C00620: 0.1; Km_C00009: 0.3308404684066772; Km_C01762: 0.072,Kcat_F: 4.126581076937854; Kcat_R: 8.20689501308357
WP_000224879.1,2.4.2.1,,R254,Purine-nucleoside phosphorylase,R01969,C00009; C00330,C00242; C00672,Km_C00242: 0.0821686387062072; Km_C00672: 0.2815678715705871; Km_C00009: 0.3308404684066772; Km_C00330: 0.044,Kcat_F: 0.2093749518575947; Kcat_R: 8.490533000436484
WP_000224879.1,2.4.2.1,,R255,Purine-nucleoside phosphorylase,R02294,C00009; C03150,C00153; C00620,Km_C00153: 0.1285333782434463; Km_C00620: 0.1; Km_C00009: 0.3308404684066772; Km_C03150: 0.62,Kcat_F: 3.7635594469343383; Kcat_R: 5.192781735610361
WP_000224879.1,2.4.2.1,,R256,Purine-nucleoside phosphorylase,R02295,C00009; C05841,C00080; C00253; C00620,Km_C00080: 0.7546625137329102; Km_C00253: 0.0900324061512947; Km_C00620: 0.1; Km_C00009: 0.3308404684066772; Km_C05841: 0.1767813116312027,Kcat_F: 3.9075521168186675; Kcat_R: 5.173678200798722
WP_000224879.1,2.4.2.1,,R257,Purine-nucleoside phosphorylase,R02484,C00009; C00526,C00106; C00672,Km_C00106: 0.118746131658554; Km_C00672: 0.2815678715705871; Km_C00009: 0.3308404684066772; Km_C00526: 0.1807976067066192,Kcat_F: 2.340416999136735; Kcat_R: 4.018728238770262
WP_000224879.1,2.4.2.1,,R258,Purine-nucleoside phosphorylase,R02557,C00009; C00559,C00147; C00672,Km_C00147: 0.0987383499741554; Km_C00672: 0.2815678715705871; Km_C00009: 0.3308404684066772; Km_C00559: 0.0561037585139274,Kcat_F: 3.4298291094469207; Kcat_R: 15.126593012476027
WP_000224879.1,2.4.2.1,,R259,Purine-nucleoside phosphorylase,R02748,C00009; C05512,C00262; C00672,Km_C00262: 0.0033; Km_C00672: 0.2815678715705871; Km_C00009: 0.3308404684066772; Km_C05512: 0.02,Kcat_F: 0.6009054008691801; Kcat_R: 8.39992838733255
WP_001021161.1,2.5.1.78,,R260,"6,7-dimethyl-8-ribityllumazine synthase",R04457,C04732; C15556,C00001; C00009; C04332,Km_C00001: 0.4365245699882507; Km_C00009: 0.3118142485618591; Km_C04332: 0.0114167397841811; Km_C04732: 0.0042; Km_C15556: 0.062,Kcat_F: 5.263137688928468; Kcat_R: 4.577073394533886
WP_000587764.1,5.1.3.20,,R261,Adp-glyceromanno-heptose 6-epimerase,R05176,C06397,C06398,Km_C06398: 0.0958509594202041; Km_C06397: 0.1,Kcat_F: 0.3407068412034845; Kcat_R: 0.3407068412034845
WP_001297064.1,1.15.1.1,,R262,Superoxide dismutase,R00275,C00080; C00704,C00007; C00027,Km_C00007: 0.0535770878195762; Km_C00027: 0.7950916886329651; Km_C00080: 0.3181602656841278; Km_C00704: 0.3311868607997894,Kcat_F: 8.729575341133527; Kcat_R: 1952.5212921819318
WP_001025322.1,6.1.1.19,,R263,Arginine-trna ligase,R03646,C00002; C00062; C01636,C00013; C00020; C02163,Km_C00013: 0.0993157997727394; Km_C00020: 0.0854034498333931; Km_C02163: nan; Km_C00002: 0.1482913941144943; Km_C00062: 0.098885491490364; Km_C01636: 0.0021950000000000003,Kcat_F: 3.4511322388614674; Kcat_R: 2.136769919569596
WP_000351477.1,1.5.1.34,,R264,"6,7-dihydropteridine reductase",R07354,C00003; C05650,C00004; C00080; C05649,Km_C00004: 0.226; Km_C00080: 0.9400498270988464; Km_C05649: 0.1594570428133011; Km_C00003: 0.1481447219848632; Km_C05650: 0.1470171511173248,Kcat_F: 2.2276330518415053; Kcat_R: 0.9983449440570229
WP_000351477.1,1.5.1.34,,R265,"6,7-dihydropteridine reductase",R01793,C00004; C00080; C00268,C00003; C00272,Km_C00003: 0.1481447219848632; Km_C00272: 0.0945089757442474; Km_C00004: 0.226; Km_C00080: 0.9400498270988464; Km_C00268: 0.525,Kcat_F: 0.9675722350634899; Kcat_R: 1.6511773555018459
WP_000351477.1,1.5.1.34,,R266,"6,7-dihydropteridine reductase",R07355,C00006; C05650,C00005; C00080; C05649,Km_C00005: 1.32; Km_C00080: 0.9400498270988464; Km_C05649: 0.1594570428133011; Km_C00006: 0.1028230115771293; Km_C05650: 0.1470171511173248,Kcat_F: 2.1838376433824096; Kcat_R: 0.9793622414882757
WP_000351477.1,1.5.1.34,,R267,"6,7-dihydropteridine reductase",R01794,C00005; C00080; C00268,C00006; C00272,Km_C00006: 0.1028230115771293; Km_C00272: 0.0945089757442474; Km_C00005: 1.32; Km_C00080: 0.9400498270988464; Km_C00268: 0.525,Kcat_F: 0.9485895324947424; Kcat_R: 1.6073819470427506
WP_000284050.1,5.3.1.28,,R268,D-sedoheptulose 7-phosphate isomerase,R05645,C05382,C07836,Km_C07836: 0.8994096517562866; Km_C05382: 1.2,Kcat_F: 0.44; Kcat_R: 17.21868602878707
WP_000055072.1,3.6.1.1,,R269,Inorganic diphosphatase,R00004,C00001; C00013,C00009,Km_C00009: 0.3499546349048614; Km_C00001: 0.3914321959018707; Km_C00013: 0.15695,Kcat_F: 77.34606417124236; Kcat_R: 3.3414169994282044
WP_000191372.1,2.3.1.39,,R270,[acyl-carrier-protein] s-malonyltransferase,R01626,C00083; C00229,C00010; C01209,Km_C00010: 0.0655421540141105; Km_C01209: nan; Km_C00083: 0.0658482909202575; Km_C00229: 0.351,Kcat_F: 1580.0; Kcat_R: 9.57860745620005
WP_000646014.1,1.1.1.103,,R271,L-threonine 3-dehydrogenase,R01465,C00003; C00188,C00004; C00080; C03508,Km_C00004: 0.0443585813045501; Km_C00080: 3.786961317062378; Km_C03508: 0.4360294640064239; Km_C00003: 0.1185578182339668; Km_C00188: 0.4598594009876251,Kcat_F: 142.7152793838446; Kcat_R: 243.17638393410883
WP_001295090.1,6.1.1.6,,R272,Lysine-trna ligase,R03658,C00002; C00047; C01646,C00013; C00020; C01931,Km_C00013: 0.0615980364382267; Km_C00020: 0.0226258654147386; Km_C01931: nan; Km_C00002: 0.0214078519493341; Km_C00047: 0.0115827526897192; Km_C01646: 0.00385,Kcat_F: 32.64351660995481; Kcat_R: 33.43177057782114
WP_000844219.1,1.1.1.251,,R273,Galactitol-1-phosphate 5-dehydrogenase,R05147,C00003; C06311,C00004; C00080; C06312,Km_C00004: 0.0447060018777847; Km_C00080: 2.37805724143982; Km_C06312: 0.3906060755252838; Km_C00003: 0.0982212573289871; Km_C06311: 0.1388670355081558,Kcat_F: 2.5876312024235677; Kcat_R: 1.6005881348802862
WP_000844219.1,1.1.1.251,,R274,Galactitol-1-phosphate 5-dehydrogenase,R05571,C00003; C06311,C00004; C00080; C01097,Km_C00004: 0.0447060018777847; Km_C00080: 2.37805724143982; Km_C01097: 0.3906060755252838; Km_C00003: 0.0982212573289871; Km_C06311: 0.1388670355081558,Kcat_F: 2.5876312024235677; Kcat_R: 1.6005881348802862
WP_000045178.1,2.4.2.3,,R275,Uridine phosphorylase,R01876,C00009; C00299,C00106; C00620,Km_C00106: 0.2034666538238525; Km_C00620: 0.6275896430015564; Km_C00009: 1.0611666440963743; Km_C00299: 0.91,Kcat_F: 2.2348949580304884; Kcat_R: 4.26678609498011
WP_000045178.1,2.4.2.3,,R276,Uridine phosphorylase,R08229,C00620; C07649,C00009; C16633,Km_C00009: 1.0611666440963743; Km_C16633: nan; Km_C00620: 0.6275896430015564; Km_C07649: 0.1487490981817245,Kcat_F: 3.858496211131966; Kcat_R: 0.231571476377234
WP_000227927.1,4.2.1.59,,R277,3-hydroxyacyl-[acyl-carrier-protein] dehydratase,R04537,C04620,C00001; C05751,Km_C00001: 1.233488917350769; Km_C05751: nan; Km_C04620: nan,Kcat_F: nan; Kcat_R: 2.6367892269409854
WP_000255997.1,5.2.1.8,,R278,Peptidylprolyl isomerase,R04273,C03798,C03633,Km_C03633: nan; Km_C03798: nan,Kcat_F: nan; Kcat_R: nan
WP_000133580.1,3.4.11.23,,R279,Pepb aminopeptidase,R00899,C00001; C01419,C00037; C00097,Km_C00037: 0.841594934463501; Km_C00097: 0.2244776785373687; Km_C00001: 0.5350098609924316; Km_C01419: 0.6254085898399353,Kcat_F: 14.256129824283725; Kcat_R: 0.6420917698569684
WP_000133580.1,3.4.11.23,,R280,Pepb aminopeptidase,R04951,C00001; C05729,C00037; C05726,Km_C00037: 0.841594934463501; Km_C05726: nan; Km_C00001: 0.5350098609924316; Km_C05729: nan,Kcat_F: 1.492046688739894; Kcat_R: 1.0271134596940437
WP_001130211.1,4.4.1.21,,R281,S-ribosylhomocysteine lyase,R01291,C03539,C00155; C11838,Km_C00155: 0.1613902002573013; Km_C11838: nan; Km_C03539: 0.0265,Kcat_F: 0.4; Kcat_R: 3.6070274657694616
WP_000288146.1,2.3.1.180,,R282,Beta-ketoacyl-[acyl-carrier-protein] synthase iii,R01624,C00024; C00229,C00010; C03939,Km_C00010: 0.0644016042351722; Km_C03939: nan; Km_C00024: 0.042499999999999996; Km_C00229: nan,Kcat_F: 18.53948395912945; Kcat_R: 26.29294350152323
WP_000288146.1,2.3.1.180,,R283,Beta-ketoacyl-[acyl-carrier-protein] synthase iii,R04355,C01209; C03939,C00011; C00229; C05744,Km_C00011: 0.4343653619289398; Km_C00229: nan; Km_C05744: nan; Km_C01209: 0.005; Km_C03939: nan,Kcat_F: nan; Kcat_R: 35.38314654210992
WP_000288146.1,2.3.1.180,,R284,Beta-ketoacyl-[acyl-carrier-protein] synthase iii,R04726,C01209; C05223,C00011; C00229; C05759,Km_C00011: 0.4343653619289398; Km_C00229: nan; Km_C05759: nan; Km_C01209: 0.005; Km_C05223: nan,Kcat_F: nan; Kcat_R: 35.38314654210992
WP_000288146.1,2.3.1.180,,R285,Beta-ketoacyl-[acyl-carrier-protein] synthase iii,R04952,C01209; C05745,C00011; C00229; C05746,Km_C00011: 0.4343653619289398; Km_C00229: nan; Km_C05746: nan; Km_C01209: 0.005; Km_C05745: nan,Kcat_F: nan; Kcat_R: 35.38314654210992
WP_000288146.1,2.3.1.180,,R286,Beta-ketoacyl-[acyl-carrier-protein] synthase iii,R04957,C01209; C05749,C00011; C00229; C05750,Km_C00011: 0.4343653619289398; Km_C00229: nan; Km_C05750: nan; Km_C01209: 0.005; Km_C05749: nan,Kcat_F: nan; Kcat_R: 35.38314654210992
WP_000288146.1,2.3.1.180,,R287,Beta-ketoacyl-[acyl-carrier-protein] synthase iii,R04960,C01209; C05752,C00011; C00229; C05753,Km_C00011: 0.4343653619289398; Km_C00229: nan; Km_C05753: nan; Km_C01209: 0.005; Km_C05752: nan,Kcat_F: nan; Kcat_R: 35.38314654210992
WP_000288146.1,2.3.1.180,,R288,Beta-ketoacyl-[acyl-carrier-protein] synthase iii,R04963,C01209; C05755,C00011; C00229; C05756,Km_C00011: 0.4343653619289398; Km_C00229: nan; Km_C05756: nan; Km_C01209: 0.005; Km_C05755: nan,Kcat_F: nan; Kcat_R: 35.38314654210992
WP_000288146.1,2.3.1.180,,R289,Beta-ketoacyl-[acyl-carrier-protein] synthase iii,R04968,C01209; C05761,C00011; C00229; C05762,Km_C00011: 0.4343653619289398; Km_C00229: nan; Km_C05762: nan; Km_C01209: 0.005; Km_C05761: nan,Kcat_F: nan; Kcat_R: 35.38314654210992
WP_000165552.1,6.1.1.2,,R290,Tryptophan-trna ligase,R03664,C00002; C00078; C01652,C00013; C00020; C03512,Km_C00013: 0.1367811560630798; Km_C00020: 0.0589316748082637; Km_C03512: nan; Km_C00002: 0.0630562677979469; Km_C00078: 0.029948765411973; Km_C01652: 0.00062,Kcat_F: 33.58905062535798; Kcat_R: 29.13443946556577
WP_000175052.1,6.3.1.5,,R291,Nad+ synthase,R00189,C00002; C00014; C00857,C00003; C00013; C00020,Km_C00003: 0.1134757921099662; Km_C00013: 0.1359594315290451; Km_C00020: 0.0460212975740432; Km_C00002: 0.0504452958703041; Km_C00014: 0.1136905252933502; Km_C00857: 0.11,Kcat_F: 1.8670457930305957; Kcat_R: 1.937758336723964
WP_000413677.1,6.3.2.4,,R292,D-alanine-d-alanine ligase,R01150,C00002; C00133,C00008; C00009; C00993,Km_C00008: 0.0573152117431163; Km_C00009: 1.1032525300979614; Km_C00993: 0.3555957973003387; Km_C00002: 0.0667420774698257; Km_C00133: 226.69077777777778,Kcat_F: 12.825759384675468; Kcat_R: 4.65465982934932
WP_000799969.1,1.2.1.11,,R293,Aspartate-semialdehyde dehydrogenase,R02291,C00006; C00009; C00441,C00005; C00080; C03082,Km_C00005: 0.0471638105809688; Km_C00080: 3.864613771438599; Km_C03082: 0.1938379555940628; Km_C00006: 562.5500000000001; Km_C00009: 1.1019750833511353; Km_C00441: 0.14,Kcat_F: 141.94885694329034; Kcat_R: 109.5434134114596
WP_000250006.1,2.7.7.7,,R294,Dna-directed dna polymerase,R00375,C00131,C00013; C00039,Km_C00013: 0.1086102873086929; Km_C00039: nan; Km_C00131: 0.00623,Kcat_F: 1.16; Kcat_R: 0.000582466701227
WP_000250006.1,2.7.7.7,,R295,Dna-directed dna polymerase,R00376,C00286,C00013; C00039,Km_C00013: 0.1086102873086929; Km_C00039: nan; Km_C00286: 0.0112,Kcat_F: 1.64; Kcat_R: 0.000582466701227
WP_000250006.1,2.7.7.7,,R296,Dna-directed dna polymerase,R00377,C00458,C00013; C00039,Km_C00013: 0.1086102873086929; Km_C00039: nan; Km_C00458: 0.003,Kcat_F: 1.75; Kcat_R: 0.000582466701227
WP_000250006.1,2.7.7.7,,R297,Dna-directed dna polymerase,R00378,C00459,C00013; C00039,Km_C00013: 0.1086102873086929; Km_C00039: nan; Km_C00459: 0.00035,Kcat_F: 6.57; Kcat_R: 0.000582466701227
WP_000818618.1,2.7.1.71,,R298,Shikimate kinase,R02412,C00002; C00493,C00008; C03175,Km_C00008: 0.095129370689392; Km_C03175: 0.1247205734252929; Km_C00002: 0.1207331791520118; Km_C00493: 6.390499999999999,Kcat_F: 41.185581203110964; Kcat_R: 29.161481863019993
WP_000071134.1,5.4.2.10,,R299,Phosphoglucosamine mutase,R02060,C06156,C00352,Km_C00352: 0.05; Km_C06156: 0.08,Kcat_F: 3.592965660749873; Kcat_R: 5.16
WP_000551807.1,1.17.7.1,,R300,(e)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase (ferredoxin),R08689,C00138; C11453,C00001; C00139; C11811,Km_C00001: 8.255581855773926; Km_C00139: nan; Km_C11811: nan; Km_C00138: nan; Km_C11453: nan,Kcat_F: nan; Kcat_R: 3.301098181144121
WP_001187559.1,2.1.2.3,,R301,Phosphoribosylaminoimidazolecarboxamide formyltransferase,R04560,C00234; C04677,C00101; C04734,Km_C00101: 0.0247534718364477; Km_C04734: 0.021907489746809; Km_C00234: 0.111; Km_C04677: 0.0346,Kcat_F: 4.3; Kcat_R: 1.7285155917499733
WP_001187559.1,2.1.2.3,,R302,Phosphoribosylaminoimidazolecarboxamide formyltransferase,R01127,C00001; C00130,C04734,Km_C04734: 0.021907489746809; Km_C00001: 0.6199014186859131; Km_C00130: 0.0379351750016212,Kcat_F: 1.5964978321579237; Kcat_R: 2.2069004248690174
WP_000211237.1,5.2.1.8,,R303,Peptidylprolyl isomerase,R04273,C03798,C03633,Km_C03633: nan; Km_C03798: nan,Kcat_F: nan; Kcat_R: nan
WP_001300904.1,4.1.1.19,,R304,Arginine decarboxylase,R00566,C00062,C00011; C00179,Km_C00011: 0.8514341711997986; Km_C00179: 0.1442567408084869; Km_C00062: 0.1365849673748016,Kcat_F: 5.400355745559038; Kcat_R: 2.111095901833792
WP_000800512.1,4.1.2.14,,R305,2-dehydro-3-deoxy-phosphogluconate aldolase,R05605,C04442,C00022; C00118,Km_C00022: 73.007; Km_C00118: 0.7392414212226868; Km_C04442: 415.05,Kcat_F: 83.0; Kcat_R: 2.5062839536876913
WP_000800512.1,4.1.2.14,,R306,2-dehydro-3-deoxy-phosphogluconate aldolase,R00471,C05946,C00022; C00048,Km_C00022: 73.007; Km_C00048: 0.8726165294647217; Km_C05946: 0.5287685990333557,Kcat_F: 1.2496294259169118; Kcat_R: 1.624814712958456
WP_000189743.1,5.3.1.6,,R307,Ribose-5-phosphate isomerase,R01056,C00117,C00199,Km_C00199: 0.3703422844409942; Km_C00117: 2.776666666666667,Kcat_F: 2100.0; Kcat_R: 0.0838218134104707
WP_001168544.1,6.1.1.14,,R308,Glycine-trna ligase,R03654,C00002; C00037; C01642,C00013; C00020; C02412,Km_C00013: 0.0583701133728027; Km_C00020: 0.016059648245573; Km_C02412: nan; Km_C00002: 0.0173203721642494; Km_C00037: 0.1098656579852104; Km_C01642: 0.0046,Kcat_F: 7.791547847903097; Kcat_R: 6.477863012159854
WP_001295286.1,2.6.1.87,,R309,Udp-4-amino-4-deoxy-l-arabinose aminotransferase,R07659,C00025; C16155,C00026; C16153,Km_C00026: 0.2839976847171783; Km_C16153: nan; Km_C00025: 0.80788654088974; Km_C16155: nan,Kcat_F: 11.494389238100066; Kcat_R: 18.25842887502982
WP_000700894.1,5.3.1.25,,R310,L-fucose isomerase,R03163,C01019,C01721,Km_C01721: 2.8239266872406006; Km_C01019: 43.5,Kcat_F: 9.570708615044444; Kcat_R: 10.758157454825882
WP_000912345.1,6.1.1.16,,R311,Cysteine-trna ligase,R03650,C00002; C00097; C01639,C00013; C00020; C03125,Km_C00013: 0.0797088295221328; Km_C00020: 0.0243246052414178; Km_C03125: nan; Km_C00002: 0.0387473665177822; Km_C00097: 0.0128804454579949; Km_C01639: nan,Kcat_F: 0.5814717522993688; Kcat_R: 0.424569114502931
WP_000591795.1,2.7.1.11,,R312,6-phosphofructokinase,R00756,C00002; C00085,C00008; C00354,Km_C00008: 0.0688687711954116; Km_C00354: 0.1230401769280433; Km_C00002: 0.0738036185503006; Km_C00085: 0.2063639014959335,Kcat_F: 102.09487562150548; Kcat_R: 68.69468204937343
WP_000591795.1,2.7.1.11,,R313,6-phosphofructokinase,R04779,C00002; C05345,C00008; C05378,Km_C00008: 0.0688687711954116; Km_C05378: 0.1230401769280433; Km_C00002: 0.0738036185503006; Km_C05345: 0.027499999999999997,Kcat_F: 72.24687562150548; Kcat_R: 68.69468204937343
WP_000591795.1,2.7.1.11,,R314,6-phosphofructokinase,R00767,C00063; C00085,C00112; C00354,Km_C00112: 0.0586504004895687; Km_C00354: 0.1230401769280433; Km_C00063: 11.0; Km_C00085: 0.2063639014959335,Kcat_F: 113.354343654263; Kcat_R: 83.08636616416536
WP_000591795.1,2.7.1.11,,R315,6-phosphofructokinase,R00769,C00075; C00085,C00015; C00354,Km_C00015: 0.1473119854927063; Km_C00354: 0.1230401769280433; Km_C00075: 5.1; Km_C00085: 0.2063639014959335,Kcat_F: 92.36732150351024; Kcat_R: 56.92840498467275
WP_000591795.1,2.7.1.11,,R316,6-phosphofructokinase,R00770,C00081; C00085,C00104; C00354,Km_C00104: 0.0773065462708473; Km_C00354: 0.1230401769280433; Km_C00081: 2.2; Km_C00085: 0.2063639014959335,Kcat_F: 90.43650879460645; Kcat_R: 55.868415494595155
WP_000591795.1,2.7.1.11,,R317,6-phosphofructokinase,R01843,C00002; C05382,C00008; C00447,Km_C00008: 0.0688687711954116; Km_C00447: 0.1075320839881897; Km_C00002: 0.0738036185503006; Km_C05382: 2.5,Kcat_F: 59.21987562150548; Kcat_R: 113.13586241945043
WP_000591795.1,2.7.1.11,,R318,6-phosphofructokinase,R03236,C00002; C01097,C00008; C03785,Km_C00008: 0.0688687711954116; Km_C03785: 0.1230401769280433; Km_C00002: 0.0738036185503006; Km_C01097: 0.2063639014959335,Kcat_F: 108.48623763003746; Kcat_R: 68.69468204937343
WP_000591795.1,2.7.1.11,,R319,6-phosphofructokinase,R03237,C00063; C01097,C00112; C03785,Km_C00112: 0.0586504004895687; Km_C03785: 0.1230401769280433; Km_C00063: 11.0; Km_C01097: 0.2063639014959335,Kcat_F: 119.74570566279499; Kcat_R: 83.08636616416536
WP_000591795.1,2.7.1.11,,R320,6-phosphofructokinase,R03238,C00075; C01097,C00015; C03785,Km_C00015: 0.1473119854927063; Km_C03785: 0.1230401769280433; Km_C00075: 5.1; Km_C01097: 0.2063639014959335,Kcat_F: 98.75868351204224; Kcat_R: 56.92840498467275
WP_000591795.1,2.7.1.11,,R321,6-phosphofructokinase,R03239,C00081; C01097,C00104; C03785,Km_C00104: 0.0773065462708473; Km_C03785: 0.1230401769280433; Km_C00081: 2.2; Km_C01097: 0.2063639014959335,Kcat_F: 96.82787080313845; Kcat_R: 55.868415494595155
WP_000423729.1,4.3.2.2,,R322,Adenylosuccinate lyase,R01083,C03794,C00020; C00122,Km_C00020: 0.0945221036672592; Km_C00122: 0.3942462801933288; Km_C03794: 0.0575477667152881,Kcat_F: 0.4051797043515789; Kcat_R: 9.415351124275004
WP_000423729.1,4.3.2.2,,R323,Adenylosuccinate lyase,R04559,C04823,C00122; C04677,Km_C00122: 0.3942462801933288; Km_C04677: 0.0592337101697921; Km_C04823: 0.0602040253579616,Kcat_F: 0.6979079473186994; Kcat_R: 9.192037826422144
WP_000555849.1,3.5.1.10,,R324,Formyltetrahydrofolate deformylase,R00944,C00001; C00234,C00058; C00101,Km_C00058: 3.26216721534729; Km_C00101: 0.0543442443013191; Km_C00001: 1.889859676361084; Km_C00234: 0.049,Kcat_F: 1.825225291527023; Kcat_R: 2.7237193450551436
WP_001300813.1,4.2.1.24,,R325,Porphobilinogen synthase,R00036,C00430,C00001; C00931,Km_C00001: 1.5222948789596558; Km_C00931: 0.0650906339287757; Km_C00430: 0.4398514032363891,Kcat_F: 4.608057704137471; Kcat_R: 3.7278262286601835
WP_000135058.1,2.7.7.6,,R326,Dna-directed rna polymerase,R00444,C00201,C00013; C00046,Km_C00013: 0.0992806404829025; Km_C00046: nan; Km_C00201: nan,Kcat_F: nan; Kcat_R: 0.0031809519978795
WP_000135058.1,2.7.7.6,,R327,Dna-directed rna polymerase,R00435,C00002,C00013; C00046,Km_C00013: 0.0992806404829025; Km_C00046: nan; Km_C00002: 0.0341118164360523,Kcat_F: 0.0918674402620869; Kcat_R: 0.0031809519978795
WP_000135058.1,2.7.7.6,,R328,Dna-directed rna polymerase,R00441,C00044,C00013; C00046,Km_C00013: 0.0992806404829025; Km_C00046: nan; Km_C00044: 0.0511980801820755,Kcat_F: 0.0577363968134691; Kcat_R: 0.0031809519978795
WP_000135058.1,2.7.7.6,,R329,Dna-directed rna polymerase,R00442,C00063,C00013; C00046,Km_C00013: 0.0992806404829025; Km_C00046: nan; Km_C00063: 0.0537238083779811,Kcat_F: 0.0578574521193696; Kcat_R: 0.0031809519978795
WP_000135058.1,2.7.7.6,,R330,Dna-directed rna polymerase,R00443,C00075,C00013; C00046,Km_C00013: 0.0992806404829025; Km_C00046: nan; Km_C00075: 0.1102271378040313,Kcat_F: 0.0499242719984405; Kcat_R: 0.0031809519978795
WP_000553451.1,3.1.3.25,,R331,Inositol-phosphate phosphatase,R07343,C00001; C15585,C00009; C00137,Km_C00009: 0.3694952130317688; Km_C00137: 0.2627194225788116; Km_C00001: 0.1378400325775146; Km_C15585: 0.1473410427570343,Kcat_F: 4.437444281097488; Kcat_R: 12.437051679287165
WP_000553451.1,3.1.3.25,,R332,Inositol-phosphate phosphatase,R01185,C00001; C01177,C00009; C00137,Km_C00009: 0.3694952130317688; Km_C00137: 0.2627194225788116; Km_C00001: 0.1378400325775146; Km_C01177: 0.047,Kcat_F: 3.487368171373795; Kcat_R: 12.437051679287165
WP_000553451.1,3.1.3.25,,R333,Inositol-phosphate phosphatase,R01186,C00001; C03546,C00009; C00137,Km_C00009: 0.3694952130317688; Km_C00137: 0.2627194225788116; Km_C00001: 0.1378400325775146; Km_C03546: 0.0729101076722145,Kcat_F: 19.002088844107018; Kcat_R: 12.437051679287165
WP_000553451.1,3.1.3.25,,R334,Inositol-phosphate phosphatase,R01187,C00001; C04006,C00009; C00137,Km_C00009: 0.3694952130317688; Km_C00137: 0.2627194225788116; Km_C00001: 0.1378400325775146; Km_C04006: 0.067,Kcat_F: 4.537368171373795; Kcat_R: 12.437051679287165
WP_000857856.1,4.1.3.1,,R335,Isocitrate lyase,R00479,C00311,C00042; C00048,Km_C00042: 0.59; Km_C00048: 0.13; Km_C00311: 0.2350734323263168,Kcat_F: 8.90602596814572; Kcat_R: 13.468705021675687
WP_001235264.1,1.3.5.1,,R336,Succinate dehydrogenase,R02164,C00042; C00399,C00122; C00390,Km_C00122: 0.2307142466306686; Km_C00390: 0.019629668444395; Km_C00042: 0.0108; Km_C00399: 0.0562,Kcat_F: 16.444118404407426; Kcat_R: 349.50791441443243
